transaction_id,date,ministry,vendor_id,vendor_name,category,amount,payment_terms_days,procurement_method,contract_description,_planted_pattern 
T-01575,2025-06-29,Ministry of Education,V-047,Drift Care,Medical equipment,47200,30,Limited tender,ICU monitors — Q3 — east wing,
T-01576,2024-12-02,Ministry of Health,V-156,Quanta Tech,IT services,17300,30,Open tender,endpoint refresh — framework lot B,
T-01577,2025-09-20,Ministry of Education,V-053,Lumen Care,Medical equipment,180500,30,Open tender,surgical instruments — phase 1,
T-01578,2025-02-08,Ministry of Justice,V-094,Acme Strategy,Consulting,22400,30,Limited tender,risk assessment — phase 2,
T-01579,2024-07-05,Ministry of Public Works,V-179,Pioneer Advisory,Consulting,19000,30,Limited tender,transformation programme — framework lot A,
T-01580,2024-09-06,Ministry of Justice,V-072,Orion Care,Medical equipment,35900,60,Simplified,diagnostic kits — phase 1,
T-01581,2025-10-01,Ministry of Education,V-190,Cascade Consulting,Consulting,14400,45,Limited tender,strategy advisory — Q4 — west wing,
T-01582,2024-04-26,Ministry of Health,V-179,Pioneer Advisory,Consulting,36100,90,Open tender,compliance audit — Q1 — north wing,
T-01583,2025-03-08,Ministry of Health,V-070,Orion Tech,IT services,15800,60,Limited tender,cloud migration — phase 1,
T-01584,2024-03-21,Ministry of Public Works,V-157,Bluefin Logistics,Transport,50100,30,Open tender,fleet maintenance — Q4 — west wing,
T-01585,2024-11-19,Ministry of Digital Affairs,V-053,Lumen Care,Medical equipment,15700,30,Open tender,ICU monitors — Q1 — north wing,
T-01586,2024-04-16,Ministry of Transport,V-139,Lumen Digital,IT services,8600,60,Limited tender,endpoint refresh — Q4 — west wing,
T-01587,2024-11-26,Ministry of Public Works,V-194,Orion Digital,IT services,16100,30,Open tender,cloud migration — Q2 — south wing,
T-01588,2025-05-07,Ministry of Justice,V-142,Granite Digital,IT services,44200,30,Open tender,network upgrade — annual contract,
T-01589,2024-09-07,Ministry of Public Works,V-147,Rivera Supplies,Office supplies,15100,30,Open tender,printer cartridges — Q4 — west wing,
T-01590,2025-09-05,Ministry of Transport,V-034,Rivera Consulting,Consulting,30100,30,Limited tender,strategy advisory — Q4 — west wing,
T-01591,2024-12-16,Ministry of Justice,V-198,Apex Digital,IT services,67800,30,Open tender,endpoint refresh — phase 2,
T-01592,2024-09-27,Ministry of Justice,V-069,Cascade Medical,Medical equipment,13700,60,Open tender,MRI maintenance — Q2 — south wing,
T-01593,2024-11-13,Ministry of Education,V-079,Ember Health Systems,Medical equipment,73100,30,Open tender,surgical instruments — framework lot A,
T-01594,2025-03-30,Ministry of Public Works,V-005,Bluefin Medical,Medical equipment,83700,90,Open tender,imaging consumables — Q4 — west wing,
T-01595,2025-12-11,Ministry of Justice,V-105,Mosaic Medical,Medical equipment,28800,30,Simplified,imaging consumables — phase 2,
T-01596,2024-07-27,Ministry of Transport,V-017,Drift Works,Construction,16700,45,Limited tender,roof refurbishment — Q3 — east wing,
T-01597,2024-04-19,Ministry of Health,V-059,Xenon Contracting,Construction,27900,30,Limited tender,site preparation — Q2 — south wing,
T-01598,2024-05-07,Ministry of Justice,V-168,Legacy Group,Consulting,6300,60,Simplified,risk assessment — Q1 — north wing,
T-01599,2025-09-27,Ministry of Transport,V-142,Granite Digital,IT services,12700,45,Limited tender,endpoint refresh — Q1 — north wing,
T-01600,2024-04-24,Ministry of Health,V-174,Meridian Systems,IT services,25300,30,Open tender,support contract — Q4 — west wing,
T-01601,2025-01-01,Ministry of Health,V-090,Delta Works,Construction,75800,30,Open tender,site preparation — Q4 — west wing,
T-01602,2025-07-03,Ministry of Health,V-084,Zenith Contracting,Construction,46700,30,Open tender,roof refurbishment — phase 1,
T-01603,2024-05-31,Ministry of Public Works,V-037,Drift Transport,Transport,12600,30,Open tender,vehicle leasing — framework lot A,
T-01604,2024-11-07,Ministry of Education,V-076,Glacier Builders,Construction,9200,14,Simplified,facade works — Q1 — north wing,
T-01605,2024-01-25,Ministry of Digital Affairs,V-028,Keystone Care,Medical equipment,31400,30,Open tender,imaging consumables — phase 2,
T-01606,2024-10-29,Ministry of Education,V-056,Keystone Distributors,Office supplies,18700,30,Limited tender,printer cartridges — Q2 — south wing,
T-01607,2025-10-17,Ministry of Digital Affairs,V-020,Kelvin Stationery,IT services,56400,90,Open tender,support contract — annual contract,
T-01608,2024-02-12,Ministry of Health,V-138,Juno Transport,Transport,10800,30,Open tender,delivery contract — framework lot A,
T-01609,2024-02-04,Ministry of Justice,V-169,Unity Movers,Transport,24500,30,Limited tender,vehicle leasing — Q4 — west wing,
T-01610,2024-11-15,Ministry of Public Works,V-085,Pioneer Builders,Construction,30300,30,Open tender,structural repairs — Q2 — south wing,
T-01611,2025-12-10,Ministry of Transport,V-178,Yara Digital,IT services,51300,60,Open tender,cloud migration — phase 2,
T-01612,2025-03-18,Ministry of Justice,V-144,Drift Software,IT services,12200,30,Simplified,ERP rollout — framework lot A,
T-01613,2024-04-29,Ministry of Justice,V-108,Unity MedTech,Medical equipment,28900,90,Open tender,diagnostic kits — annual contract,
T-01614,2025-03-25,Ministry of Transport,V-173,Pioneer Contracting,Construction,30000,30,Limited tender,structural repairs — phase 2,
T-01615,2024-02-29,Ministry of Justice,V-031,Junction Transport,Transport,19600,90,Limited tender,logistics services — Q4 — west wing,
T-01616,2024-02-13,Ministry of Transport,V-047,Drift Care,Medical equipment,69600,30,Open tender,imaging consumables — framework lot A,
T-01617,2024-04-20,Ministry of Health,V-191,Summit Transport,Transport,10000,60,Open tender,fuel supply — Q2 — south wing,
T-01618,2024-02-21,Ministry of Public Works,V-034,Rivera Consulting,Consulting,10700,30,Limited tender,risk assessment — Q3 — east wing,
T-01619,2024-12-24,Ministry of Transport,V-103,Pioneer Movers,Transport,6900,30,Simplified,vehicle leasing — Q2 — south wing,
T-01620,2025-04-05,Ministry of Public Works,V-185,Mosaic MedTech,Medical equipment,42400,30,Open tender,surgical instruments — framework lot A,
T-01621,2025-07-27,Ministry of Education,V-190,Cascade Consulting,Consulting,6100,30,Simplified,process review — framework lot B,
T-01622,2024-05-13,Ministry of Digital Affairs,V-022,Orion Freight,Transport,10700,30,Limited tender,logistics services — annual contract,
T-01623,2024-05-18,Ministry of Health,V-083,Delta Consulting,Consulting,31800,30,Limited tender,process review — phase 1,
T-01624,2024-09-20,Ministry of Justice,V-127,Citadel Supplies,Office supplies,10400,60,Limited tender,desk and shelving — annual contract,
T-01625,2024-04-07,Ministry of Education,V-074,Delta Transport,Transport,29100,30,Limited tender,fleet maintenance — Q4 — west wing,
T-01626,2024-07-31,Ministry of Health,V-111,Trident Movers,Transport,17600,30,Limited tender,vehicle leasing — phase 1,
T-01627,2025-05-15,Ministry of Education,V-043,Fortis Consulting,Consulting,10900,30,Limited tender,risk assessment — phase 1,
T-01628,2024-09-21,Ministry of Education,V-156,Quanta Tech,IT services,29900,30,Simplified,cloud migration — Q4 — west wing,
T-01629,2025-12-22,Ministry of Health,V-142,Granite Digital,IT services,43600,14,Open tender,support contract — framework lot B,
T-01630,2025-01-17,Ministry of Education,V-050,Vertex Supplies,Office supplies,21400,14,Open tender,stationery resupply — annual contract,
T-01631,2024-09-29,Ministry of Health,V-188,Quanta Advisory,Consulting,8900,30,Simplified,strategy advisory — framework lot A,
T-01632,2025-07-08,Ministry of Transport,V-111,Trident Movers,Transport,13000,30,Limited tender,fleet maintenance — phase 2,
T-01633,2024-07-03,Ministry of Education,V-021,Evergreen Logistics,Transport,12900,14,Limited tender,delivery contract — phase 2,
T-01634,2025-02-02,Ministry of Health,V-071,BetaTech Distributors,Office supplies,20700,30,Open tender,stationery resupply — Q1 — north wing,
T-01635,2025-05-02,Ministry of Education,V-111,Trident Movers,Transport,21100,30,Open tender,delivery contract — Q1 — north wing,
T-01636,2025-09-16,Ministry of Education,V-163,Zenith Office Group,Office supplies,9500,30,Simplified,ergonomic chairs batch — phase 1,
T-01637,2025-12-02,Ministry of Transport,V-121,Granite Transport,Transport,5600,45,Limited tender,fuel supply — Q4 — west wing,
T-01638,2024-11-22,Ministry of Digital Affairs,V-163,Zenith Office Group,Office supplies,12200,60,Simplified,ergonomic chairs batch — Q1 — north wing,
T-01639,2025-04-13,Ministry of Education,V-112,Evergreen Supplies,Office supplies,14600,30,Limited tender,paper and toner order — annual contract,
T-01640,2024-04-04,Ministry of Digital Affairs,V-177,Apex Group,Consulting,25400,30,Limited tender,risk assessment — framework lot A,
T-01641,2024-03-12,Ministry of Education,V-136,Granite Freight,Transport,16800,30,Limited tender,vehicle leasing — framework lot A,
T-01642,2025-07-16,Ministry of Public Works,V-126,Fortis Engineering,Construction,99200,30,Open tender,structural repairs — Q2 — south wing,
T-01643,2025-04-20,Ministry of Transport,V-057,Acme Care,Medical equipment,51700,45,Limited tender,surgical instruments — framework lot A,
T-01644,2025-05-03,Ministry of Transport,V-084,Zenith Contracting,Construction,65400,30,Open tender,office renovation — phase 2,
T-01645,2024-09-21,Ministry of Public Works,V-179,Pioneer Advisory,Consulting,7500,60,Simplified,transformation programme — annual contract,
T-01646,2025-12-09,Ministry of Public Works,V-176,Northbound Consulting,Consulting,11100,30,Limited tender,strategy advisory — framework lot B,
T-01647,2025-07-09,Ministry of Public Works,V-198,Apex Digital,IT services,24700,30,Open tender,network upgrade — annual contract,
T-01648,2024-06-13,Ministry of Transport,V-067,Meridian MedTech,Medical equipment,355600,45,Open tender,MRI maintenance — phase 1,
T-01649,2024-04-14,Ministry of Education,V-115,Glacier Software,IT services,7000,30,Simplified,cloud migration — phase 2,
T-01650,2024-06-29,Ministry of Public Works,V-034,Rivera Consulting,Consulting,42600,45,Limited tender,strategy advisory — phase 2,
T-01651,2025-10-27,Ministry of Justice,V-091,Keystone Engineering,Construction,117900,30,Open tender,site preparation — phase 2,
T-01652,2024-09-18,Ministry of Digital Affairs,V-138,Juno Transport,Transport,25300,30,Limited tender,fuel supply — phase 1,
T-01653,2024-04-25,Ministry of Digital Affairs,V-042,Indigo Solutions,IT services,57000,30,Open tender,ERP rollout — Q1 — north wing,
T-01654,2025-10-02,Ministry of Justice,V-010,Cascade Solutions,IT services,38400,30,Open tender,network upgrade — framework lot A,
T-01655,2025-05-19,Ministry of Digital Affairs,V-011,Acme Stationery,Office supplies,8600,30,Simplified,ergonomic chairs batch — Q1 — north wing,
T-01656,2025-06-01,Ministry of Public Works,V-070,Orion Tech,IT services,6100,30,Limited tender,ERP rollout — phase 1,
T-01657,2025-09-22,Ministry of Digital Affairs,V-022,Orion Freight,Transport,59900,45,Open tender,logistics services — Q1 — north wing,
T-01658,2025-12-27,Ministry of Health,V-004,Ivory Logistics,Transport,7500,60,Simplified,delivery contract — annual contract,
T-01659,2025-08-18,Ministry of Public Works,V-050,Vertex Supplies,Office supplies,6800,45,Limited tender,desk and shelving — Q1 — north wing,
T-01660,2024-03-26,Ministry of Digital Affairs,V-078,Indigo Care,Medical equipment,62400,30,Open tender,imaging consumables — framework lot A,
T-01661,2024-03-15,Ministry of Justice,V-097,Meridian Software,IT services,5700,90,Simplified,endpoint refresh — framework lot A,
T-01662,2025-02-21,Ministry of Health,V-073,Acme Tech,IT services,36400,30,Limited tender,network upgrade — annual contract,
T-01663,2025-06-21,Ministry of Justice,V-096,Junction Strategy,Consulting,36400,30,Open tender,strategy advisory — annual contract,
T-01664,2025-07-18,Ministry of Digital Affairs,V-198,Apex Digital,IT services,16000,30,Limited tender,endpoint refresh — phase 2,
T-01665,2025-08-29,Ministry of Education,V-037,Drift Transport,Transport,15100,14,Simplified,fuel supply — framework lot A,
T-01666,2025-05-11,Ministry of Public Works,V-152,Granite Works,Construction,36500,30,Limited tender,facade works — Q4 — west wing,
T-01667,2024-06-30,Ministry of Transport,V-016,Mosaic Office Group,Office supplies,7800,30,Simplified,ergonomic chairs batch — Q1 — north wing,
T-01668,2024-08-07,Ministry of Transport,V-083,Delta Consulting,Consulting,68000,60,Open tender,process review — framework lot B,
T-01669,2025-09-10,Ministry of Transport,V-126,Fortis Engineering,Construction,22300,30,Limited tender,roof refurbishment — framework lot A,
T-01670,2024-12-28,Ministry of Health,V-132,Xenon Works,Construction,168400,45,Open tender,roof refurbishment — Q2 — south wing,
T-01671,2024-04-25,Ministry of Health,V-097,Meridian Software,IT services,114600,30,Open tender,ERP rollout — Q4 — west wing,
T-01672,2024-10-12,Ministry of Public Works,V-113,Northbound Group,Consulting,14900,60,Limited tender,process review — framework lot B,
T-01673,2025-03-30,Ministry of Health,V-125,Forge Software,IT services,156500,30,Limited tender,endpoint refresh — Q2 — south wing,
T-01674,2025-02-05,Ministry of Transport,V-112,Evergreen Supplies,Consulting,14800,30,Limited tender,transformation programme — Q3 — east wing,
T-01675,2024-07-18,Ministry of Digital Affairs,V-037,Drift Transport,Transport,23800,60,Open tender,vehicle leasing — framework lot B,
T-01676,2024-10-02,Ministry of Digital Affairs,V-155,Yara Works,Construction,60100,60,Open tender,site preparation — Q3 — east wing,
T-01677,2025-10-12,Ministry of Education,V-135,Nexus Stationery,Office supplies,9000,30,Simplified,ergonomic chairs batch — framework lot A,
T-01678,2025-12-28,Ministry of Digital Affairs,V-018,Yara Construction,Transport,20100,30,Limited tender,fleet maintenance — framework lot B,
T-01679,2024-02-01,Ministry of Education,V-118,Trident Solutions,IT services,26700,30,Limited tender,cloud migration — phase 2,
T-01680,2024-11-22,Ministry of Education,V-163,Zenith Office Group,Office supplies,7400,30,Simplified,stationery resupply — phase 1,
T-01681,2025-02-09,Ministry of Public Works,V-110,Zenith Stationery,Office supplies,61400,30,Open tender,stationery resupply — framework lot B,
